Index ,Close,CloseTotRetc,CloseNetRet
"2015/04/14","32366.97","45749.04","43902.92"
"2015/04/15","32376.89","45763.06","43916.38"
"2015/04/16","32833.00","46407.75","44535.05"
"2015/04/17","32939.05","46557.65","44678.90"
"2015/04/20","32861.28","46447.73","44573.41"
"2015/04/21","33242.93","46987.17","45091.08"
"2015/04/22","33487.61","47333.01","45422.97"
"2015/04/23","33689.87","47618.89","45697.32"
"2015/04/24","33554.95","47428.19","45514.31"
"2015/04/27","33660.83","47577.85","45657.93"
"2015/04/28","33694.59","47625.57","45703.72"
"2015/04/30","33016.42","46667.01","44783.84"
"2015/05/01","32987.68","46626.39","44744.86"
"2015/05/07","32794.91","46353.92","44483.38"
"2015/05/08","33036.96","46696.05","44811.70"
"2015/05/11","33356.13","47147.18","45244.63"
"2015/05/12","33479.70","47321.84","45412.24"
"2015/05/13","33523.37","47383.57","45471.47"
"2015/05/14","33315.94","47090.38","45190.11"
"2015/05/15","33573.58","47454.54","45539.58"
"2015/05/18","34102.78","48202.54","46257.39"
"2015/05/19","34226.73","48377.74","46425.52"
"2015/05/20","34397.03","48618.45","46656.52"
"2015/05/21","34498.34","48761.65","46793.94"
"2015/05/22","34554.63","48841.21","46870.29"
"2015/05/25","34847.69","49255.44","47267.80"
"2015/05/26","34839.05","49243.23","47256.08"
"2015/05/27","34825.27","49223.75","47237.39"
"2015/05/28","35075.18","49576.99","47576.37"
"2015/05/29","35025.25","49506.42","47508.64"
"2015/06/01","35173.81","49716.40","47710.15"
"2015/06/02","34966.26","49423.04","47428.63"
"2015/06/03","34933.93","49377.34","47384.78"
"2015/06/04","35040.63","49528.16","47529.51"
"2015/06/05","34811.23","49203.91","47218.35"
"2015/06/08","34843.27","49249.20","47261.81"
"2015/06/09","34242.90","48400.61","46447.46"
"2015/06/10","34119.89","48226.74","46280.61"
"2015/06/11","34488.24","48747.38","46780.24"
"2015/06/12","34467.00","48717.36","46751.43"
"2015/06/15","34424.13","48656.77","46693.28"
"2015/06/16","34193.18","48330.33","46380.02"
"2015/06/17","34030.07","48099.78","46158.78"
"2015/06/18","33598.27","47490.84","45574.14"
"2015/06/19","33856.01","47855.15","45923.75"
"2015/06/22","34238.48","48396.01","46442.73"
"2015/06/23","34839.64","49246.62","47258.85"
"2015/06/24","35017.16","49503.41","47504.14"
"2015/06/25","34875.62","49311.63","47318.49"
"2015/06/26","34704.42","49186.33","47175.49"
"2015/06/29","33832.90","47959.55","45997.23"
"2015/06/30","33981.53","48170.24","46199.30"
"2015/07/01","34036.73","48248.49","46274.35"
"2015/07/02","34273.63","48584.31","46596.43"
"2015/07/03","34433.50","48810.93","46813.78"
"2015/07/06","33804.37","47919.11","45958.45"
"2015/07/07","33930.00","48097.20","46129.25"
"2015/07/08","32735.24","46403.58","44504.92"
"2015/07/09","32771.69","46455.25","44554.48"
"2015/07/10","32995.13","46771.99","44858.26"
"2015/07/13","33496.21","47482.29","45539.50"
"2015/07/14","34061.55","48283.68","46308.10"
"2015/07/15","34147.67","48405.76","46425.18"
"2015/07/16","34416.47","48786.80","46790.62"
"2015/07/17","34454.73","48841.04","46842.64"
"2015/07/21","34506.98","48915.11","46913.68"
"2015/07/22","34256.21","48559.63","46572.75"
"2015/07/23","34263.77","48570.35","46583.03"
"2015/07/24","33952.72","48129.42","46160.14"
"2015/07/27","33733.49","47818.65","45862.09"
"2015/07/28","33447.21","47412.84","45472.88"
"2015/07/29","33601.52","47646.34","45693.94"
"2015/07/30","34262.37","48583.41","46592.61"
"2015/07/31","34367.81","48732.92","46736.00"
"2015/08/03","34214.83","48516.00","46527.97"
"2015/08/04","34164.02","48443.95","46458.87"
"2015/08/05","34354.38","48713.88","46717.74"
"2015/08/06","34655.64","49141.06","47127.42"
"2015/08/07","34863.57","49435.90","47410.18"
"2015/08/10","34932.18","49533.19","47503.48"
"2015/08/11","35005.03","49636.83","47602.81"
"2015/08/12","34613.59","49081.77","47070.50"
"2015/08/13","34638.27","49116.77","47104.06"
"2015/08/14","34447.27","48845.93","46844.32"
"2015/08/17","34554.62","48998.15","46990.30"
"2015/08/18","34530.29","48963.65","46957.21"
"2015/08/19","34093.20","48343.86","46362.82"
"2015/08/20","33567.87","47598.95","45648.43"
"2015/08/21","32717.82","46393.59","44492.46"
"2015/08/24","31000.44","43958.36","42157.02"
"2015/08/25","29830.22","42299.00","40565.66"
"2015/08/26","30616.35","43413.73","41634.71"
"2015/08/27","30996.46","43957.20","42155.03"
"2015/08/28","32151.59","45595.33","43726.00"
"2015/08/31","31874.22","45201.98","43348.78"
"2015/09/01","30851.57","43751.72","41957.98"
"2015/09/02","30532.47","43299.19","41524.01"
"2015/09/03","30793.99","43670.06","41879.68"
"2015/09/04","30244.82","42891.26","41132.81"
"2015/09/07","30378.62","43081.01","41314.78"
"2015/09/08","30031.88","42589.29","40843.22"
"2015/09/09","32041.90","45439.77","43576.84"
"2015/09/10","31494.25","44663.13","42832.04"
"2015/09/11","31430.00","44572.01","42744.66"
"2015/09/14","30901.50","43822.53","42025.90"
"2015/09/15","30817.84","43703.89","41912.12"
"2015/09/16","31124.51","44138.79","42329.19"
"2015/09/17","31497.11","44667.19","42835.92"
"2015/09/18","30922.93","43852.92","42055.04"
"2015/09/24","30147.85","42753.75","41000.93"
"2015/09/25","30634.02","43443.21","41662.12"
"2015/09/28","29975.23","43028.56","41163.25"
"2015/09/29","28520.13","40939.81","39165.05"
"2015/09/30","29195.23","41908.90","40092.13"
"2015/10/01","29747.68","42701.93","40850.78"
"2015/10/02","29782.00","42751.20","40897.91"
"2015/10/05","30152.52","43283.07","41406.72"
"2015/10/06","30538.43","43837.03","41936.67"
"2015/10/07","31131.72","44688.68","42751.40"
"2015/10/08","31069.97","44600.04","42666.60"
"2015/10/09","31963.20","45882.25","43893.22"
"2015/10/13","31671.40","45463.38","43492.51"
"2015/10/14","30928.77","44397.36","42472.70"
"2015/10/15","31361.15","45018.03","43066.46"
"2015/10/16","31675.19","45468.83","43497.71"
"2015/10/19","31343.15","44992.20","43041.74"
"2015/10/20","31570.56","45318.64","43354.03"
"2015/10/21","32173.10","46183.57","44181.46"
"2015/10/22","32053.65","46012.10","44017.43"
"2015/10/23","32658.91","46880.93","44848.60"
"2015/10/26","32781.40","47056.76","45016.81"
"2015/10/27","32358.88","46450.24","44436.59"
"2015/10/28","32466.64","46605.13","44584.72"
"2015/10/29","32549.40","46731.72","44704.30"
"2015/10/30","32664.66","46897.20","44862.60"
"2015/11/02","32035.96","45994.56","43999.13"
"2015/11/04","32422.06","46548.89","44529.41"
"2015/11/05","32819.17","47119.03","45074.81"
"2015/11/06","32991.75","47375.06","45318.13"
"2015/11/09","33595.05","48243.12","46148.15"
"2015/11/10","33584.26","48227.63","46133.33"
"2015/11/11","33485.98","48086.50","45998.33"
"2015/11/12","33382.38","47937.73","45856.02"
"2015/11/13","33126.79","47570.70","45504.93"
"2015/11/16","32975.69","47353.72","45297.37"
"2015/11/17","33313.93","47839.44","45762.00"
"2015/11/18","33288.73","47803.25","45727.38"
"2015/11/19","33598.93","48248.70","46153.49"
"2015/11/20","33509.88","48120.82","46031.17"
"2015/11/24","33515.84","48129.38","46039.36"
"2015/11/25","33316.53","47843.17","45765.58"
"2015/11/26","33509.49","48120.26","46030.64"
"2015/11/27","33427.56","48002.61","45918.10"
"2015/11/30","32972.48","47349.11","45292.97"
"2015/12/01","33415.24","47984.92","45901.17"
"2015/12/02","33427.57","48002.63","45918.11"
"2015/12/03","33601.16","48251.91","46156.56"
"2015/12/04","33014.92","47410.06","45351.27"
"2015/12/07","33185.12","47654.47","45585.07"
"2015/12/08","32739.88","47015.10","44973.46"
"2015/12/09","32503.66","46675.88","44648.97"
"2015/12/10","32252.81","46315.65","44304.39"
